Modo de Envio,Segmento,Cidade,Estado,Código Postal,Região,Categoria,Subcategoria,Vendas,Quantidade,Desconto,Lucro
Classe Padrão,Consumidor,San Francisco,California,94109,Oeste,Itens de Escritório,Suprimentos,35.06,2,0.0,10.518
Classe Padrão,Consumidor,Dallas,Texas,75217,Central,Mobílias,Mobiliário,108.4,5,0.6,-105.69
Classe Padrão,Corporativo,Miami,Florida,33178,Sul,Técnologia,Telefones,361.376,2,0.2,27.1032
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Ficharios,2.412,1,0.7,-2.01
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Eletrodomésticos,8.39,1,0.0,2.0975
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Técnologia,Telefones,337.98,2,0.0,101.394
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Armazenamento,83.92,5,0.2,-13.637
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Ficharios,19.68,5,0.2,6.888
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Papel,25.92,4,0.0,12.4416
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Itens de Escritório,Papel,6.48,1,0.0,3.1104
Classe Padrão,Corporativo,Seattle,Washington,98103,Oeste,Técnologia,Telefones,86.352,6,0.2,8.6352
Classe Padrão,Home Office,Los Angeles,California,90032,Oeste,Itens de Escritório,Arte,56.3,2,0.0,15.764
Classe Padrão,Consumidor,Springfield,Oregon,97477,Oeste,Itens de Escritório,Arte,51.016,7,0.2,8.2901
Classe Padrão,Consumidor,Renton,Washington,98059,Oeste,Itens de Escritório,Ficharios,150.8,5,0.2,56.55
Classe Padrão,Consumidor,Renton,Washington,98059,Oeste,Técnologia,Máquinas,1039.992,1,0.2,103.9992
Classe Padrão,Consumidor,Renton,Washington,98059,Oeste,Itens de Escritório,Papel,51.84,8,0.0,24.8832
Primeira Classe,Home Office,New York City,New York,10009,Leste,Técnologia,Telefones,41.22,1,0.0,11.1294
Primeira Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Suprimentos,240.37,1,0.0,7.2111
Primeira Classe,Home Office,New York City,New York,10009,Leste,Técnologia,Telefones,119.02,2,0.0,33.3256
Classe Padrão,Consumidor,San Jose,California,95123,Oeste,Itens de Escritório,Ficharios,133.12,5,0.2,49.92
Classe Padrão,Corporativo,Grand Prairie,Texas,75051,Central,Mobílias,Mobiliário,38.08,5,0.6,-29.512
Mesmo Dia,Home Office,New York City,New York,10009,Leste,Mobílias,Estantes,113.568,2,0.2,12.7764
Segunda Classe,Home Office,New York City,New York,10009,Leste,Mobílias,Mobiliário,83.92,4,0.0,21.8192
Segunda Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Arte,6.63,3,0.0,3.1161
Segunda Classe,Home Office,New York City,New York,10009,Leste,Técnologia,Acessórios,371.97,3,0.0,66.9546
Classe Padrão,Corporativo,Memphis,Tennessee,38109,Sul,Mobílias,Cadeiras,561.584,2,0.2,70.198
Classe Padrão,Corporativo,Memphis,Tennessee,38109,Sul,Itens de Escritório,Armazenamento,99.92,5,0.2,-1.249
Primeira Classe,Home Office,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Etiquetas,4.928,2,0.2,1.7248
Classe Padrão,Consumidor,Los Angeles,California,90004,Oeste,Mobílias,Mobiliário,14.76,2,0.0,4.2804
Classe Padrão,Home Office,Waterbury,Connecticut,6708,Leste,Técnologia,Acessórios,99.99,1,0.0,41.9958
Classe Padrão,Home Office,Waterbury,Connecticut,6708,Leste,Itens de Escritório,Armazenamento,286.15,5,0.0,71.5375
Classe Padrão,Home Office,Chandler,Arizona,85224,Oeste,Itens de Escritório,Fixadores,49.792,8,0.2,-11.8256
Classe Padrão,Consumidor,Springfield,Ohio,45503,Leste,Mobílias,Estantes,299.975,5,0.5,-167.986
Classe Padrão,Consumidor,Springfield,Ohio,45503,Leste,Técnologia,Telefones,158.376,4,0.4,-36.9544
Primeira Classe,Consumidor,Austin,Texas,78745,Central,Itens de Escritório,Ficharios,32.784,4,0.8,-52.4544
Primeira Classe,Consumidor,Austin,Texas,78745,Central,Técnologia,Acessórios,47.984,2,0.2,14.3952
Primeira Classe,Consumidor,Austin,Texas,78745,Central,Técnologia,Acessórios,62.592,8,0.2,13.3008
Primeira Classe,Consumidor,Austin,Texas,78745,Central,Itens de Escritório,Ficharios,4.276,1,0.8,-6.6278
Classe Padrão,Consumidor,Detroit,Michigan,48234,Central,Itens de Escritório,Papel,10.56,2,0.0,4.752
Classe Padrão,Consumidor,Detroit,Michigan,48234,Central,Itens de Escritório,Armazenamento,229.94,2,0.0,6.8982
Classe Padrão,Corporativo,Springfield,Virginia,22153,Sul,Itens de Escritório,Envelopes,311.15,5,0.0,146.2405
Classe Padrão,Corporativo,Springfield,Virginia,22153,Sul,Itens de Escritório,Papel,12.96,2,0.0,6.3504
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Papel,14.62,2,0.0,6.7252
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Etiquetas,5.76,2,0.0,2.8224
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Fixadores,21.48,6,0.0,10.5252
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Mobílias,Mobiliário,396.92,4,0.0,198.46
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Armazenamento,17.15,1,0.0,4.6305
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Ficharios,23.12,2,0.2,7.803
Classe Padrão,Home Office,Dallas,Texas,75217,Central,Itens de Escritório,Arte,5.248,2,0.2,0.5904
Classe Padrão,Home Office,Concord,New Hampshire,3301,Leste,Técnologia,Telefones,824.95,5,0.0,247.485
Classe Padrão,Home Office,Concord,New Hampshire,3301,Leste,Itens de Escritório,Etiquetas,24.64,8,0.0,11.8272
Classe Padrão,Home Office,Concord,New Hampshire,3301,Leste,Itens de Escritório,Arte,227.88,6,0.0,68.364
Primeira Classe,Consumidor,Lafayette,Louisiana,70506,Sul,Mobílias,Estantes,241.96,2,0.0,33.8744
Primeira Classe,Consumidor,Lafayette,Louisiana,70506,Sul,Itens de Escritório,Ficharios,3.89,1,0.0,1.8672
Primeira Classe,Consumidor,Lafayette,Louisiana,70506,Sul,Mobílias,Mobiliário,8.01,3,0.0,3.0438
Classe Padrão,Consumidor,Raleigh,North Carolina,27604,Sul,Técnologia,Telefones,177.48,3,0.2,19.9665
Segunda Classe,Corporativo,Spokane,Washington,99207,Oeste,Mobílias,Cadeiras,569.568,2,0.2,7.1196
Segunda Classe,Corporativo,Spokane,Washington,99207,Oeste,Itens de Escritório,Armazenamento,149.73,7,0.0,43.4217
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Mobílias,Cadeiras,899.43,5,0.3,-12.849
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Arte,46.2,5,0.2,5.775
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Papel,47.952,3,0.2,16.1838
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Técnologia,Telefones,7.992,1,0.2,0.6993
Primeira Classe,Consumidor,Houston,Texas,77041,Central,Itens de Escritório,Papel,76.864,2,0.2,26.9024
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Itens de Escritório,Ficharios,102.93,3,0.0,48.3771
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Técnologia,Acessórios,98.16,6,0.0,9.816
Segunda Classe,Home Office,Hollywood,Florida,33021,Sul,Itens de Escritório,Ficharios,11.52,5,0.7,-7.68
Mesmo Dia,Corporativo,Chandler,Arizona,85224,Oeste,Itens de Escritório,Papel,83.88,1,0.2,29.358
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Técnologia,Telefones,108.576,4,0.4,-25.3344
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Fixadores,5.984,2,0.2,-1.3464
Classe Padrão,Corporativo,Tulsa,Oklahoma,74133,Central,Itens de Escritório,Suprimentos,21.96,2,0.0,6.1488
Classe Padrão,Corporativo,Tulsa,Oklahoma,74133,Central,Mobílias,Cadeiras,368.97,3,0.0,81.1734
Classe Padrão,Corporativo,Tulsa,Oklahoma,74133,Central,Itens de Escritório,Arte,12.39,3,0.0,3.4692
Classe Padrão,Corporativo,Tulsa,Oklahoma,74133,Central,Itens de Escritório,Armazenamento,332.94,3,0.0,9.9882
Classe Padrão,Corporativo,Draper,Utah,84020,Oeste,Técnologia,Acessórios,111.93,7,0.0,34.6983
Primeira Classe,Home Office,Oakland,California,94601,Oeste,Mobílias,Cadeiras,454.272,8,0.2,-73.8192
Classe Padrão,Consumidor,Lawrence,Massachusetts,1841,Leste,Itens de Escritório,Papel,19.44,3,0.0,9.3312
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Técnologia,Copiadoras,8399.976,4,0.4,1119.9968
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Ficharios,6.294,1,0.7,-4.196
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Papel,10.368,2,0.2,3.6288
Classe Padrão,Consumidor,Philadelphia,Pennsylvania,19120,Leste,Técnologia,Telefones,122.382,3,0.4,-24.4764
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Armazenamento,25.984,2,0.2,-1.624
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Mobílias,Mesas,945.036,6,0.4,-299.2614
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Ficharios,14.301,7,0.7,-10.4874
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Mobílias,Mobiliário,410.352,3,0.2,-51.294
Classe Padrão,Corporativo,Chicago,Illinois,60610,Central,Itens de Escritório,Papel,23.52,5,0.2,8.526
Classe Padrão,Corporativo,Chicago,Illinois,60610,Central,Técnologia,Telefones,180.96,5,0.2,13.572
Primeira Classe,Consumidor,Pocatello,Idaho,83201,Oeste,Mobílias,Mobiliário,35.0,4,0.0,14.7
Primeira Classe,Consumidor,Pocatello,Idaho,83201,Oeste,Itens de Escritório,Armazenamento,477.15,5,0.0,28.629
Primeira Classe,Consumidor,Pocatello,Idaho,83201,Oeste,Técnologia,Telefones,302.376,3,0.2,22.6782
Classe Padrão,Consumidor,Plano,Texas,75023,Central,Mobílias,Mesas,974.988,4,0.3,-97.4988
Primeira Classe,Consumidor,New York City,New York,10024,Leste,Mobílias,Cadeiras,589.41,5,0.1,-6.549
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Arte,34.7,5,0.0,12.492
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,99.87,3,0.0,23.9688
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Papel,37.94,2,0.0,18.2112
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Itens de Escritório,Etiquetas,24.9,5,0.0,11.454
Classe Padrão,Corporativo,New York City,New York,10024,Leste,Mobílias,Mobiliário,82.26,3,0.0,33.7266
Classe Padrão,Consumidor,Chicago,Illinois,60623,Central,Itens de Escritório,Fixadores,7.104,6,0.2,2.4864
Segunda Classe,Home Office,Houston,Texas,77095,Central,Mobílias,Mobiliário,103.5,5,0.6,-77.625
Segunda Classe,Home Office,Houston,Texas,77095,Central,Itens de Escritório,Etiquetas,2.464,1,0.2,0.8624
Segunda Classe,Home Office,Houston,Texas,77095,Central,Itens de Escritório,Armazenamento,8.72,1,0.2,0.654
Classe Padrão,Consumidor,Meriden,Connecticut,6450,Leste,Itens de Escritório,Ficharios,10.76,2,0.0,5.1648
Classe Padrão,Consumidor,Meriden,Connecticut,6450,Leste,Itens de Escritório,Papel,45.68,2,0.0,21.0128
Classe Padrão,Consumidor,Meriden,Connecticut,6450,Leste,Itens de Escritório,Arte,6.7,1,0.0,2.211
Segunda Classe,Consumidor,Glenview,Illinois,60025,Central,Técnologia,Telefones,158.376,3,0.2,13.8579
Classe Padrão,Consumidor,Houston,Texas,77036,Central,Itens de Escritório,Arte,3.44,2,0.2,0.559
Primeira Classe,Consumidor,San Francisco,California,94110,Oeste,Itens de Escritório,Armazenamento,56.56,2,0.0,15.2712
Primeira Classe,Consumidor,San Francisco,California,94110,Oeste,Mobílias,Mobiliário,36.96,7,0.0,11.4576
Classe Padrão,Corporativo,New York City,New York,10009,Leste,Técnologia,Telefones,135.99,1,0.0,36.7173
Classe Padrão,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Arte,15.96,7,0.0,7.0224
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Itens de Escritório,Arte,3.76,2,0.0,1.0904
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Itens de Escritório,Arte,14.7,5,0.0,6.615
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Itens de Escritório,Arte,37.2,5,0.0,9.3
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Técnologia,Acessórios,89.97,3,0.0,18.8937
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Mobílias,Cadeiras,261.96,2,0.0,23.5764
Primeira Classe,Corporativo,Baltimore,Maryland,21215,Leste,Itens de Escritório,Etiquetas,74.0,5,0.0,37.0
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Mobílias,Mobiliário,13.28,2,0.0,6.3744
Classe Padrão,Consumidor,Lebanon,Tennessee,37087,Sul,Itens de Escritório,Armazenamento,84.96,6,0.2,6.372
Segunda Classe,Consumidor,Los Angeles,California,90008,Oeste,Técnologia,Acessórios,68.46,7,0.0,25.3302
Classe Padrão,Home Office,Providence,Rhode Island,2908,Leste,Itens de Escritório,Armazenamento,2079.4,5,0.0,582.232
Classe Padrão,Home Office,Providence,Rhode Island,2908,Leste,Técnologia,Telefones,629.95,5,0.0,176.386
Classe Padrão,Home Office,Providence,Rhode Island,2908,Leste,Mobílias,Mobiliário,72.42,6,0.0,23.8986
Classe Padrão,Home Office,Detroit,Michigan,48234,Central,Técnologia,Telefones,131.98,2,0.0,35.6346
Classe Padrão,Home Office,Detroit,Michigan,48234,Central,Técnologia,Acessórios,114.52,7,0.0,11.452
Classe Padrão,Home Office,Houston,Texas,77070,Central,Itens de Escritório,Etiquetas,100.24,10,0.2,33.831
Segunda Classe,Consumidor,Columbia,Tennessee,38401,Sul,Itens de Escritório,Eletrodomésticos,871.8,3,0.2,87.18
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Mobílias,Estantes,61.96,4,0.5,-53.2856
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Itens de Escritório,Ficharios,4.554,3,0.7,-3.4914
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Itens de Escritório,Eletrodomésticos,5.2,2,0.2,0.585
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Técnologia,Acessórios,205.992,1,0.2,-2.5749
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Técnologia,Telefones,503.96,5,0.2,50.396
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Itens de Escritório,Eletrodomésticos,24.472,7,0.2,1.8354
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Mobílias,Estantes,241.568,2,0.2,0.0
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Técnologia,Acessórios,110.4,2,0.2,-4.14
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Mobílias,Mesas,384.768,2,0.4,-115.4304
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Técnologia,Máquinas,78.66,6,0.0,36.1836
Classe Padrão,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Papel,45.36,4,0.0,22.2264
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Eletrodomésticos,962.08,4,0.2,156.338
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Ficharios,12.843,3,0.7,-9.8463
Classe Padrão,Consumidor,Jacksonville,North Carolina,28540,Sul,Itens de Escritório,Papel,295.456,14,0.2,96.0232
Classe Padrão,Consumidor,New York City,New York,10011,Leste,Itens de Escritório,Papel,32.4,5,0.0,15.552
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19120,Leste,Mobílias,Mobiliário,103.936,4,0.2,16.8896
Classe Padrão,Corporativo,Orlando,Florida,32839,Sul,Mobílias,Estantes,289.568,2,0.2,10.8588
Classe Padrão,Corporativo,Orlando,Florida,32839,Sul,Itens de Escritório,Armazenamento,39.72,5,0.2,4.4685
Classe Padrão,Corporativo,Orlando,Florida,32839,Sul,Técnologia,Telefones,244.768,4,0.2,24.4768
Segunda Classe,Consumidor,Houston,Texas,77095,Central,Técnologia,Acessórios,24.0,2,0.2,-2.7
Segunda Classe,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Segunda Classe,Consumidor,Houston,Texas,77095,Central,Técnologia,Acessórios,26.176,2,0.2,-3.272
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Mobílias,Mobiliário,20.94,3,0.0,6.0726
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Itens de Escritório,Ficharios,135.09,9,0.0,62.1414
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Técnologia,Acessórios,279.86,14,0.0,64.3678
Classe Padrão,Home Office,Louisville,Kentucky,40214,Sul,Itens de Escritório,Ficharios,90.06,6,0.0,41.4276
Classe Padrão,Consumidor,Medina,Ohio,44256,Leste,Técnologia,Telefones,539.964,6,0.4,-107.9928
Classe Padrão,Consumidor,Medina,Ohio,44256,Leste,Técnologia,Telefones,50.232,7,0.4,-10.0464
Classe Padrão,Consumidor,Medina,Ohio,44256,Leste,Itens de Escritório,Ficharios,19.242,3,0.7,-13.4694
Segunda Classe,Corporativo,New York City,New York,10011,Leste,Itens de Escritório,Armazenamento,1247.64,3,0.0,349.3392
Classe Padrão,Corporativo,Chicago,Illinois,60653,Central,Itens de Escritório,Arte,5.304,3,0.2,0.4641
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Papel,19.136,4,0.2,5.98
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19143,Leste,Mobílias,Mobiliário,332.832,4,0.2,-24.9624
Classe Padrão,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Papel,279.9,5,0.0,137.151
Classe Padrão,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,50.352,3,0.2,17.6232
Classe Padrão,Corporativo,New York City,New York,10009,Leste,Itens de Escritório,Papel,34.02,3,0.0,16.6698
Classe Padrão,Home Office,San Francisco,California,94109,Oeste,Itens de Escritório,Arte,23.88,6,0.0,8.1192
Classe Padrão,Home Office,San Francisco,California,94109,Oeste,Itens de Escritório,Etiquetas,11.52,4,0.0,5.6448
Classe Padrão,Home Office,San Francisco,California,94109,Oeste,Itens de Escritório,Papel,286.93,7,0.0,140.5957
Classe Padrão,Home Office,San Francisco,California,94109,Oeste,Técnologia,Telefones,206.384,2,0.2,23.2182
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Mobílias,Cadeiras,218.352,3,0.2,0.0
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Mobílias,Mobiliário,529.9,5,0.0,105.98
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Itens de Escritório,Arte,99.3,10,0.0,41.706
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Itens de Escritório,Eletrodomésticos,108.96,2,0.0,30.5088
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Itens de Escritório,Ficharios,2.688,1,0.2,0.84
Segunda Classe,Consumidor,Jackson,Michigan,49201,Central,Itens de Escritório,Ficharios,5443.96,4,0.0,2504.2216
Segunda Classe,Consumidor,Jackson,Michigan,49201,Central,Mobílias,Cadeiras,302.67,3,0.0,72.6408
Segunda Classe,Consumidor,Jackson,Michigan,49201,Central,Itens de Escritório,Papel,56.07,7,0.0,25.2315
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Etiquetas,10.08,2,0.2,3.276
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19120,Leste,Técnologia,Telefones,59.994,1,0.4,-12.9987
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Ficharios,5.715,5,0.7,-4.7625
Classe Padrão,Home Office,Philadelphia,Pennsylvania,19120,Leste,Itens de Escritório,Ficharios,9.42,5,0.7,-7.85
Segunda Classe,Corporativo,Warwick,Rhode Island,2886,Leste,Técnologia,Copiadoras,1999.96,4,0.0,899.982
Classe Padrão,Home Office,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,216.4,4,0.0,56.264
Classe Padrão,Home Office,El Paso,Texas,79907,Central,Itens de Escritório,Etiquetas,6.936,3,0.2,2.3409
Classe Padrão,Home Office,El Paso,Texas,79907,Central,Itens de Escritório,Ficharios,4.428,3,0.8,-6.8634
Classe Padrão,Consumidor,Rochester,Minnesota,55901,Central,Itens de Escritório,Arte,8.8,5,0.0,2.552
Classe Padrão,Consumidor,Rochester,Minnesota,55901,Central,Técnologia,Acessórios,142.8,1,0.0,29.988
Classe Padrão,Consumidor,Rochester,Minnesota,55901,Central,Técnologia,Acessórios,399.95,5,0.0,143.982
Classe Padrão,Consumidor,Buffalo,New York,14215,Leste,Itens de Escritório,Ficharios,2152.776,3,0.2,726.5619
Classe Padrão,Consumidor,Buffalo,New York,14215,Leste,Mobílias,Estantes,4007.84,10,0.2,-50.098
Primeira Classe,Corporativo,Knoxville,Tennessee,37918,Sul,Mobílias,Mesas,328.59,3,0.4,-147.8655
Primeira Classe,Corporativo,Knoxville,Tennessee,37918,Sul,Itens de Escritório,Armazenamento,98.352,3,0.2,-24.588
Classe Padrão,Corporativo,Newark,Delaware,19711,Leste,Técnologia,Telefones,158.99,1,0.0,41.3374
Classe Padrão,Corporativo,Newark,Delaware,19711,Leste,Mobílias,Cadeiras,291.1,5,0.0,75.686
Primeira Classe,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Papel,73.68,6,0.0,34.6296
Primeira Classe,Consumidor,Seattle,Washington,98103,Oeste,Mobílias,Mobiliário,139.92,2,0.0,23.7864
Primeira Classe,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Telefones,107.88,3,0.2,10.788
Primeira Classe,Consumidor,Seattle,Washington,98103,Oeste,Itens de Escritório,Armazenamento,33.29,1,0.0,7.9896
Classe Padrão,Consumidor,Cleveland,Ohio,44105,Leste,Itens de Escritório,Ficharios,58.17,5,0.7,-46.536
Classe Padrão,Consumidor,Cleveland,Ohio,44105,Leste,Itens de Escritório,Etiquetas,5.04,2,0.2,1.764
Classe Padrão,Consumidor,Cleveland,Ohio,44105,Leste,Itens de Escritório,Papel,24.784,1,0.2,7.745
Classe Padrão,Home Office,Elmhurst,Illinois,60126,Central,Mobílias,Cadeiras,634.116,6,0.3,-172.1172
Classe Padrão,Home Office,Elmhurst,Illinois,60126,Central,Itens de Escritório,Papel,17.472,3,0.2,5.6784
Primeira Classe,Home Office,Lakeville,Minnesota,55044,Central,Mobílias,Cadeiras,155.88,6,0.0,38.97
Segunda Classe,Consumidor,New York City,New York,10035,Leste,Mobílias,Cadeiras,327.564,4,0.1,21.8376
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Papel,13.36,2,0.0,6.4128
Segunda Classe,Home Office,Los Angeles,California,90036,Oeste,Itens de Escritório,Armazenamento,158.9,5,0.0,7.945
Segunda Classe,Home Office,Chicago,Illinois,60653,Central,Técnologia,Acessórios,319.968,4,0.2,71.9928
Segunda Classe,Home Office,Chicago,Illinois,60653,Central,Itens de Escritório,Armazenamento,505.32,3,0.2,31.5825
Segunda Classe,Home Office,Chicago,Illinois,60653,Central,Itens de Escritório,Papel,3.808,1,0.2,1.2376
Segunda Classe,Home Office,Chicago,Illinois,60653,Central,Itens de Escritório,Ficharios,8.682,1,0.8,-14.7594
Segunda Classe,Home Office,Chicago,Illinois,60653,Central,Itens de Escritório,Etiquetas,24.424,1,0.2,7.9378
Classe Padrão,Corporativo,Buffalo,New York,14215,Leste,Mobílias,Cadeiras,1522.638,9,0.1,169.182
Classe Padrão,Corporativo,Roseville,California,95661,Oeste,Itens de Escritório,Envelopes,419.9,5,0.0,197.353
Classe Padrão,Corporativo,Roseville,California,95661,Oeste,Itens de Escritório,Etiquetas,3.15,1,0.0,1.512
Primeira Classe,Corporativo,Arlington,Texas,76017,Central,Itens de Escritório,Eletrodomésticos,33.62,5,0.8,-90.774
Classe Padrão,Consumidor,Lawrence,Massachusetts,1841,Leste,Itens de Escritório,Ficharios,16.14,3,0.0,7.9086
Classe Padrão,Consumidor,Lawrence,Massachusetts,1841,Leste,Mobílias,Mesas,194.25,2,0.3,-38.85
Classe Padrão,Consumidor,Lawrence,Massachusetts,1841,Leste,Itens de Escritório,Arte,8.64,3,0.0,2.5056
Classe Padrão,Consumidor,Lawrence,Massachusetts,1841,Leste,Mobílias,Cadeiras,872.32,4,0.0,244.2496
Segunda Classe,Consumidor,Waco,Texas,76706,Central,Itens de Escritório,Ficharios,243.992,4,0.8,-426.986
Segunda Classe,Consumidor,Waco,Texas,76706,Central,Itens de Escritório,Arte,7.12,5,0.2,0.712
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Arte,2.688,2,0.2,1.008
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Mobílias,Cadeiras,317.058,3,0.3,-18.1176
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Envelopes,149.352,3,0.2,50.4063
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Técnologia,Acessórios,227.976,3,0.2,28.497
Classe Padrão,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Papel,11.96,2,0.0,5.8604
Classe Padrão,Corporativo,Plainfield,New Jersey,7060,Leste,Itens de Escritório,Armazenamento,563.4,4,0.0,67.608
Classe Padrão,Corporativo,Plainfield,New Jersey,7060,Leste,Técnologia,Máquinas,319.92,8,0.0,118.3704
Classe Padrão,Consumidor,Los Angeles,California,90008,Oeste,Técnologia,Acessórios,1049.44,8,0.0,440.7648
Classe Padrão,Consumidor,Los Angeles,California,90008,Oeste,Mobílias,Cadeiras,170.352,3,0.2,-17.0352
Segunda Classe,Consumidor,Arlington,Virginia,22204,Sul,Técnologia,Telefones,173.94,6,0.0,50.4426
Classe Padrão,Consumidor,Seattle,Washington,98103,Oeste,Técnologia,Telefones,1007.944,7,0.2,75.5958
Mesmo Dia,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Papel,6.68,1,0.0,3.2064
Mesmo Dia,Consumidor,Seattle,Washington,98105,Oeste,Itens de Escritório,Arte,8.34,3,0.0,2.2518
Mesmo Dia,Consumidor,Seattle,Washington,98105,Oeste,Mobílias,Mobiliário,101.94,3,0.0,30.582
Classe Padrão,Corporativo,Edmonds,Washington,98026,Oeste,Técnologia,Acessórios,179.97,3,0.0,86.3856
Classe Padrão,Consumidor,Salem,Virginia,24153,Sul,Itens de Escritório,Arte,101.94,6,0.0,29.5626
